node_id,x,y,label,model,method
14864,1.4850798,-2.6050644,19,GraphSAGE,PCA
54422,1.1083314,-2.0502062,34,GraphSAGE,PCA
111649,-2.7339714,-2.047302,10,GraphSAGE,PCA
91226,-0.34583893,-2.5836842,5,GraphSAGE,PCA
143538,-1.4272304,-2.4847527,24,GraphSAGE,PCA
160549,-0.45053053,-4.379028,2,GraphSAGE,PCA
86717,-1.3098094,1.2327714,16,GraphSAGE,PCA
138815,-6.323994,-1.0619422,30,GraphSAGE,PCA
44914,-0.45550174,-2.1397238,3,GraphSAGE,PCA
17199,-2.160534,0.35779953,24,GraphSAGE,PCA
16639,-4.689519,2.493023,16,GraphSAGE,PCA
127875,0.22252423,-4.219534,37,GraphSAGE,PCA
99676,0.5343893,-2.9385533,5,GraphSAGE,PCA
4133,-0.3209974,-0.33845162,20,GraphSAGE,PCA
88383,2.2098076,-3.0438342,36,GraphSAGE,PCA
155668,1.3472216,-0.109597206,24,GraphSAGE,PCA
102731,0.8453788,-4.249473,2,GraphSAGE,PCA
131305,5.7689753,-0.23566675,28,GraphSAGE,PCA
129944,0.3528322,-3.9918768,36,GraphSAGE,PCA
46941,-2.9499948,3.5318666,16,GraphSAGE,PCA
105494,1.3621778,-3.2866874,34,GraphSAGE,PCA
31118,-2.7747626,6.259704,16,GraphSAGE,PCA
118432,-2.1472976,2.2839665,25,GraphSAGE,PCA
102188,11.124661,4.032742,8,GraphSAGE,PCA
108093,-3.267059,3.0079355,16,GraphSAGE,PCA
56778,-2.4461796,-1.488586,24,GraphSAGE,PCA
96231,1.6971462,-2.3971148,21,GraphSAGE,PCA
124462,11.956688,3.207172,28,GraphSAGE,PCA
95868,-1.9083867,-4.0718603,10,GraphSAGE,PCA
139862,6.7018967,0.025838375,5,GraphSAGE,PCA
66482,-1.6359503,-3.4235191,24,GraphSAGE,PCA
79272,-4.9232574,-1.9755567,30,GraphSAGE,PCA
8070,6.00262,0.7095442,28,GraphSAGE,PCA
9554,-2.1348197,-0.3179078,16,GraphSAGE,PCA
93995,-0.70282936,-1.8711519,26,GraphSAGE,PCA
137832,1.2591026,1.5037735,16,GraphSAGE,PCA
79164,-0.5785677,-2.517406,26,GraphSAGE,PCA
55557,2.7169733,0.07531023,9,GraphSAGE,PCA
88713,-6.0475774,1.312902,24,GraphSAGE,PCA
113655,-5.2637925,3.4030228,24,GraphSAGE,PCA
33287,-0.9168836,-3.9556394,22,GraphSAGE,PCA
1052,-0.2653069,-4.6914988,2,GraphSAGE,PCA
26377,-1.6522884,-3.3757048,23,GraphSAGE,PCA
81979,-4.1131167,-0.6220757,30,GraphSAGE,PCA
164078,2.5747674,-1.4657212,8,GraphSAGE,PCA
62502,-0.31252775,-3.8176167,10,GraphSAGE,PCA
124354,0.6988886,-3.279161,5,GraphSAGE,PCA
110445,-3.223053,7.319305,16,GraphSAGE,PCA
71892,-0.16867834,-3.111918,20,GraphSAGE,PCA
67867,10.0317135,1.1049187,28,GraphSAGE,PCA
109263,-1.1648293,-1.7887605,24,GraphSAGE,PCA
31338,2.3836455,-4.1627517,36,GraphSAGE,PCA
96629,2.060785,-2.5262852,29,GraphSAGE,PCA
9737,-0.012273431,0.48308325,27,GraphSAGE,PCA
157395,-4.9743013,-1.7252347,30,GraphSAGE,PCA
31331,-4.184232,0.0044972897,24,GraphSAGE,PCA
114683,-1.4106952,0.46825528,16,GraphSAGE,PCA
151598,-0.6794112,-4.606738,2,GraphSAGE,PCA
53037,-2.948642,2.060917,24,GraphSAGE,PCA
77035,2.7574313,-3.2535086,8,GraphSAGE,PCA
96413,2.402906,-2.3171146,4,GraphSAGE,PCA
144620,2.026465,3.228467,28,GraphSAGE,PCA
118154,-2.4302135,8.3314705,16,GraphSAGE,PCA
146697,5.634019,0.3994205,28,GraphSAGE,PCA
136223,0.47058028,-2.207795,24,GraphSAGE,PCA
9725,-1.0513293,3.5134459,16,GraphSAGE,PCA
124571,1.0215802,-3.0458298,3,GraphSAGE,PCA
43111,14.9000435,3.8349557,28,GraphSAGE,PCA
103894,-4.2588735,4.9813943,16,GraphSAGE,PCA
139150,-0.6810379,-2.6841204,10,GraphSAGE,PCA
113800,-1.6283216,3.7746634,24,GraphSAGE,PCA
9143,4.1707406,-1.3508472,8,GraphSAGE,PCA
11287,2.9602509,-2.8294377,20,GraphSAGE,PCA
17442,0.05661881,-4.6870565,2,GraphSAGE,PCA
119372,-4.9797163,-2.8897946,30,GraphSAGE,PCA
152771,-1.7502043,-2.4878347,31,GraphSAGE,PCA
148090,-4.236411,5.8134227,16,GraphSAGE,PCA
25202,2.282565,-4.130445,37,GraphSAGE,PCA
15945,6.6946354,2.18967,28,GraphSAGE,PCA
137823,-5.871931,3.6873417,16,GraphSAGE,PCA
125893,2.593906,2.1009893,28,GraphSAGE,PCA
123561,-3.07183,8.136036,16,GraphSAGE,PCA
32567,-0.7421621,-2.8829036,34,GraphSAGE,PCA
16168,-3.4466887,-2.2532444,24,GraphSAGE,PCA
20372,0.20652145,-2.3587153,7,GraphSAGE,PCA
125516,-1.4299994,-1.9945853,24,GraphSAGE,PCA
153229,-1.7887502,6.712301,16,GraphSAGE,PCA
139951,-1.1801081,-0.25780296,6,GraphSAGE,PCA
11083,6.4932704,0.20135975,28,GraphSAGE,PCA
22535,1.296315,-2.6918573,23,GraphSAGE,PCA
86800,-3.4029543,0.7913778,13,GraphSAGE,PCA
160678,-3.2087228,-2.3285227,30,GraphSAGE,PCA
38939,3.491622,-2.5312579,3,GraphSAGE,PCA
64115,-0.17815685,-2.2931197,34,GraphSAGE,PCA
17650,-4.4981947,2.2682643,16,GraphSAGE,PCA
57329,-4.108169,-2.096285,31,GraphSAGE,PCA
80137,1.1004839,-3.885238,5,GraphSAGE,PCA
151080,-0.9253434,7.304936,16,GraphSAGE,PCA
168148,-1.5112361,-2.395054,34,GraphSAGE,PCA
32398,3.2398918,-3.2423801,34,GraphSAGE,PCA
68589,6.3514237,1.1629894,28,GraphSAGE,PCA
82161,-2.2622912,5.230778,17,GraphSAGE,PCA
160339,-0.8673122,-2.259296,13,GraphSAGE,PCA
149487,-3.2170913,2.7751684,24,GraphSAGE,PCA
112186,7.1143737,1.5582333,8,GraphSAGE,PCA
88744,-0.8001444,-2.9915228,13,GraphSAGE,PCA
153327,-1.9678161,0.599417,24,GraphSAGE,PCA
87886,6.455659,0.8344438,8,GraphSAGE,PCA
54258,-3.8822935,-2.6324108,30,GraphSAGE,PCA
143574,-5.7924476,-1.2515237,30,GraphSAGE,PCA
48932,-0.7236033,1.2754383,4,GraphSAGE,PCA
122774,-4.584414,-1.707977,26,GraphSAGE,PCA
168426,-0.46494898,-1.7320228,34,GraphSAGE,PCA
86665,4.701785,0.88943124,8,GraphSAGE,PCA
40683,3.59727,-1.2548846,28,GraphSAGE,PCA
33487,10.253474,4.1915593,28,GraphSAGE,PCA
132577,0.3028205,-4.3760676,2,GraphSAGE,PCA
64145,-1.4386293,-1.79722,26,GraphSAGE,PCA
146855,-0.19663996,-2.1275473,34,GraphSAGE,PCA
76979,8.594638,0.9420788,28,GraphSAGE,PCA
123909,-5.34744,-0.96016085,30,GraphSAGE,PCA
113819,9.648041,2.3925128,28,GraphSAGE,PCA
130360,-3.8214068,-0.6984117,30,GraphSAGE,PCA
36432,10.366976,2.9383774,28,GraphSAGE,PCA
98140,0.58069474,-2.3276467,0,GraphSAGE,PCA
100674,-0.031668067,-1.2473352,20,GraphSAGE,PCA
91363,2.720521,4.4647017,28,GraphSAGE,PCA
64328,2.4704683,-2.3002658,8,GraphSAGE,PCA
20391,-4.525711,5.7181945,16,GraphSAGE,PCA
82923,-3.8910744,0.4599638,1,GraphSAGE,PCA
31180,-0.37477532,1.7013073,24,GraphSAGE,PCA
65221,-4.8867784,4.9526186,16,GraphSAGE,PCA
42390,-2.410866,-0.803028,24,GraphSAGE,PCA
159802,-0.026969671,-4.160823,2,GraphSAGE,PCA
163111,-1.4112155,-3.2509952,37,GraphSAGE,PCA
32433,-3.768834,3.877718,16,GraphSAGE,PCA
97940,-0.19756734,-4.2887745,2,GraphSAGE,PCA
50375,1.0566072,-3.211122,4,GraphSAGE,PCA
1799,-6.435473,0.23660016,30,GraphSAGE,PCA
92346,-4.3117933,4.1337805,16,GraphSAGE,PCA
59109,-0.5044532,-1.2794594,26,GraphSAGE,PCA
138941,4.1689095,-1.2659317,4,GraphSAGE,PCA
168538,-0.7499124,-3.292198,10,GraphSAGE,PCA
56484,0.2311045,-2.583431,15,GraphSAGE,PCA
97442,1.7103498,-2.7556202,9,GraphSAGE,PCA
139770,11.26978,3.1059933,28,GraphSAGE,PCA
168444,10.785465,1.466403,8,GraphSAGE,PCA
17551,-4.4263763,-2.7392414,30,GraphSAGE,PCA
123107,-2.3079622,10.332434,16,GraphSAGE,PCA
55211,-4.2553353,1.3849225,16,GraphSAGE,PCA
7385,0.09362328,-4.830123,2,GraphSAGE,PCA
44358,-4.5137897,2.2822719,30,GraphSAGE,PCA
162461,3.234631,-2.7101798,34,GraphSAGE,PCA
29173,-3.0696943,8.026245,16,GraphSAGE,PCA
125445,-3.9770815,3.743301,24,GraphSAGE,PCA
48629,-0.8698746,-2.9136796,10,GraphSAGE,PCA
7776,-1.5888889,-2.370667,34,GraphSAGE,PCA
18682,5.1520214,-0.10049462,27,GraphSAGE,PCA
1418,-0.87882257,-3.3004236,34,GraphSAGE,PCA
93922,-2.0010757,1.9092999,24,GraphSAGE,PCA
24785,14.4064245,5.5462394,28,GraphSAGE,PCA
71873,0.76111454,-3.4658618,33,GraphSAGE,PCA
39093,-3.8485918,3.7362504,24,GraphSAGE,PCA
16101,6.183118,0.48245025,28,GraphSAGE,PCA
139510,7.2894154,0.9470835,8,GraphSAGE,PCA
159172,9.865409,1.7300348,28,GraphSAGE,PCA
114198,-0.8898338,-2.3136437,34,GraphSAGE,PCA
74391,-5.435599,3.538609,16,GraphSAGE,PCA
22019,0.45762295,-3.119864,33,GraphSAGE,PCA
94529,-6.023949,1.9164996,16,GraphSAGE,PCA
99101,-0.8981633,-2.162316,24,GraphSAGE,PCA
34889,-1.3549812,-0.9862082,24,GraphSAGE,PCA
143539,-1.8682096,-0.23522472,20,GraphSAGE,PCA
132702,-2.548369,12.36104,16,GraphSAGE,PCA
24679,-4.4328847,-2.4630673,30,GraphSAGE,PCA
6698,-3.38334,-0.68748856,6,GraphSAGE,PCA
60084,-1.9094558,8.648857,16,GraphSAGE,PCA
142354,-0.59236664,-1.3746388,24,GraphSAGE,PCA
41289,7.77452,1.3584812,28,GraphSAGE,PCA
126045,1.1526382,3.329852,16,GraphSAGE,PCA
50281,-1.7473884,-1.6928707,13,GraphSAGE,PCA
114598,2.2174802,-3.2128613,10,GraphSAGE,PCA
53807,1.4182436,-2.6054115,3,GraphSAGE,PCA
70444,9.004502,0.9700191,28,GraphSAGE,PCA
76083,5.896495,-0.41818047,8,GraphSAGE,PCA
43591,-1.1022878,0.8480849,24,GraphSAGE,PCA
85831,2.2132378,-3.8851094,5,GraphSAGE,PCA
57585,-3.8312697,-1.469916,24,GraphSAGE,PCA
60341,1.2436781,-1.137852,27,GraphSAGE,PCA
10093,10.539298,1.4759676,28,GraphSAGE,PCA
68900,5.5658913,0.6201463,8,GraphSAGE,PCA
136208,-4.4969373,1.1797426,3,GraphSAGE,PCA
43344,-0.004404366,-3.9277844,36,GraphSAGE,PCA
125632,-1.8755627,11.678307,16,GraphSAGE,PCA
112794,-2.3828557,12.17091,16,GraphSAGE,PCA
151218,-1.9603267,4.102194,16,GraphSAGE,PCA
109503,2.2773395,-3.3223832,28,GraphSAGE,PCA
18464,-2.197746,-0.26426768,13,GraphSAGE,PCA
145904,-3.4088125,1.7452517,16,GraphSAGE,PCA
16174,-0.26026332,-4.7560186,2,GraphSAGE,PCA
78629,4.9368906,-2.2474403,28,GraphSAGE,PCA
47829,-4.2766995,3.0780182,24,GraphSAGE,PCA
8519,-4.615259,1.733593,16,GraphSAGE,PCA
155567,-2.8156173,0.37406945,24,GraphSAGE,PCA
136752,-1.9407618,-2.6887674,10,GraphSAGE,PCA
166687,-2.972074,-1.046103,34,GraphSAGE,PCA
24714,-4.0316916,11.360653,16,GraphSAGE,PCA
66020,1.2634461,-2.6380148,24,GraphSAGE,PCA
162830,1.7702606,-3.5618963,5,GraphSAGE,PCA
146401,-1.6350102,7.1880574,16,GraphSAGE,PCA
82422,-0.99264073,-2.1996021,26,GraphSAGE,PCA
4613,-0.10207707,-1.1633333,33,GraphSAGE,PCA
80487,9.641181,2.830936,8,GraphSAGE,PCA
145941,0.62951046,-3.388317,18,GraphSAGE,PCA
130968,14.024731,3.1681762,28,GraphSAGE,PCA
46926,3.9071217,-0.98450625,8,GraphSAGE,PCA
166381,-1.8775783,4.213182,16,GraphSAGE,PCA
126426,0.73054224,-1.1723093,24,GraphSAGE,PCA
90265,-1.194159,1.7697959,24,GraphSAGE,PCA
77434,-4.2758174,-1.4867977,31,GraphSAGE,PCA
38641,4.596841,-0.970798,8,GraphSAGE,PCA
121007,-3.0330386,0.22414899,26,GraphSAGE,PCA
140541,-0.75931585,-5.619202,2,GraphSAGE,PCA
89571,-3.6073864,-1.6627159,30,GraphSAGE,PCA
9267,-1.600914,-2.2475393,23,GraphSAGE,PCA
146254,-0.21642601,-4.249075,22,GraphSAGE,PCA
3911,-0.3428306,-3.4017906,4,GraphSAGE,PCA
49529,-2.9906461,-1.4179703,5,GraphSAGE,PCA
14641,-0.61977035,-3.01291,2,GraphSAGE,PCA
12406,-1.1877711,-1.7301956,26,GraphSAGE,PCA
137568,13.087764,5.3284993,28,GraphSAGE,PCA
116495,-0.1777727,-3.3879137,2,GraphSAGE,PCA
142018,-2.0034654,-0.6474259,24,GraphSAGE,PCA
163085,-0.34804243,-3.429904,15,GraphSAGE,PCA
10932,5.228614,-0.66351235,28,GraphSAGE,PCA
254,-0.74163866,-3.3767414,39,GraphSAGE,PCA
119167,-1.6951253,-0.9759058,26,GraphSAGE,PCA
1312,-2.3175392,1.2189131,24,GraphSAGE,PCA
47430,-6.896998,-0.49186373,30,GraphSAGE,PCA
156156,0.59527403,-1.046613,30,GraphSAGE,PCA
119851,-2.4366133,-3.6390586,10,GraphSAGE,PCA
85122,11.2176895,3.5643015,28,GraphSAGE,PCA
164663,-2.945342,0.9736495,25,GraphSAGE,PCA
114850,8.453488,0.71937966,28,GraphSAGE,PCA
165819,5.0354614,-2.6263072,8,GraphSAGE,PCA
53490,1.3795779,-3.351552,33,GraphSAGE,PCA
11384,-3.086524,-1.7035383,24,GraphSAGE,PCA
107596,-4.0932136,-3.4052925,30,GraphSAGE,PCA
93488,-0.4692427,-2.5333686,9,GraphSAGE,PCA
91488,4.123882,-0.603933,18,GraphSAGE,PCA
60856,-0.6574216,0.11379647,6,GraphSAGE,PCA
137080,-3.4036317,0.53851104,24,GraphSAGE,PCA
142972,1.503808,-1.5059912,24,GraphSAGE,PCA
34665,-0.54559237,-0.2540505,34,GraphSAGE,PCA
113584,-4.508961,5.844727,24,GraphSAGE,PCA
15786,-1.6070225,-0.28853416,24,GraphSAGE,PCA
70545,-0.37107375,-3.457395,34,GraphSAGE,PCA
121201,-3.7792666,8.137354,16,GraphSAGE,PCA
22820,-2.3001163,-1.9058194,30,GraphSAGE,PCA
50559,3.166193,-3.269432,19,GraphSAGE,PCA
136149,-0.8756203,-2.917155,23,GraphSAGE,PCA
51475,-3.6752114,-0.7835908,26,GraphSAGE,PCA
168950,-0.89466166,-1.0439471,24,GraphSAGE,PCA
25553,0.23057055,6.1454463,15,GraphSAGE,PCA
95587,-3.200326,1.7211785,16,GraphSAGE,PCA
137040,-2.247416,-1.1088294,24,GraphSAGE,PCA
82012,0.86540383,-3.0106344,29,GraphSAGE,PCA
69251,8.729524,3.5713935,28,GraphSAGE,PCA
94470,8.98575,2.9522877,28,GraphSAGE,PCA
21926,-0.5816928,-2.4569533,34,GraphSAGE,PCA
32627,0.09252989,-1.7316681,31,GraphSAGE,PCA
20143,-1.7080815,5.729197,20,GraphSAGE,PCA
34413,5.505914,-0.80239666,19,GraphSAGE,PCA
54580,10.83568,2.6567626,28,GraphSAGE,PCA
162391,9.552605,2.3056698,28,GraphSAGE,PCA
65445,-3.0737572,0.76176023,24,GraphSAGE,PCA
43269,0.8934172,-4.159478,37,GraphSAGE,PCA
48253,7.2134423,1.2906189,6,GraphSAGE,PCA
13221,0.053808153,-3.1474752,15,GraphSAGE,PCA
122839,-5.018616,-1.4214486,30,GraphSAGE,PCA
66418,2.715329,2.3354912,24,GraphSAGE,PCA
4376,-2.8564181,-2.7086136,13,GraphSAGE,PCA
11031,1.7160316,-1.4747468,37,GraphSAGE,PCA
156952,-0.7893777,-2.656457,34,GraphSAGE,PCA
5368,-0.33963344,-1.5514096,20,GraphSAGE,PCA
138789,-3.6775398,0.5133097,26,GraphSAGE,PCA
151403,11.054524,3.5364842,28,GraphSAGE,PCA
101370,-2.6498656,-3.239828,10,GraphSAGE,PCA
81741,-1.3645678,2.347499,24,GraphSAGE,PCA
135804,-1.471055,-1.7876201,34,GraphSAGE,PCA
125849,-0.0893867,-1.6879114,34,GraphSAGE,PCA
16667,2.5926921,-1.1253315,19,GraphSAGE,PCA
28748,10.290743,3.3011594,28,GraphSAGE,PCA
45246,-0.704152,-1.60264,26,GraphSAGE,PCA
47350,-1.242322,-3.8596344,10,GraphSAGE,PCA
24357,-1.8081031,2.1558938,16,GraphSAGE,PCA
57999,-0.9783572,-0.84540033,16,GraphSAGE,PCA
125543,12.314698,4.7887893,28,GraphSAGE,PCA
29765,2.2618942,-1.8761812,19,GraphSAGE,PCA
497,-3.8285375,3.057845,24,GraphSAGE,PCA
63364,1.6899719,-5.1611524,36,GraphSAGE,PCA
64598,-2.937695,-1.2575846,30,GraphSAGE,PCA
12970,1.6483121,-2.930384,9,GraphSAGE,PCA
136154,0.6192915,-3.5166237,10,GraphSAGE,PCA
163899,-3.5540767,-1.6362019,30,GraphSAGE,PCA
101762,-2.0477602,-2.531225,24,GraphSAGE,PCA
147941,1.875576,-3.6159706,36,GraphSAGE,PCA
104285,-0.5584674,-0.42149568,37,GraphSAGE,PCA
98533,-4.7774296,-1.1887132,30,GraphSAGE,PCA
48228,-0.5565945,8.9885845,16,GraphSAGE,PCA
71022,-0.059612572,-1.2608279,27,GraphSAGE,PCA
92279,7.117245,-0.3902452,28,GraphSAGE,PCA
85941,-2.8076437,5.8332143,16,GraphSAGE,PCA
129564,-1.1173673,-3.44288,4,GraphSAGE,PCA
53479,-6.2532263,-0.4997654,30,GraphSAGE,PCA
15220,12.424921,2.8461628,28,GraphSAGE,PCA
71846,9.4304085,-0.05602193,28,GraphSAGE,PCA
143705,0.9377857,-1.9755652,24,GraphSAGE,PCA
80069,-3.2229443,-0.9156879,24,GraphSAGE,PCA
39554,2.734746,-0.43645668,28,GraphSAGE,PCA
77697,0.12929559,-3.1612513,5,GraphSAGE,PCA
34745,-0.5554806,-2.8189778,33,GraphSAGE,PCA
124626,1.0970786,-0.67652357,27,GraphSAGE,PCA
51584,4.2171655,-1.4971921,34,GraphSAGE,PCA
156319,13.883261,4.674257,28,GraphSAGE,PCA
169006,-1.0347866,11.568024,16,GraphSAGE,PCA
120179,-4.565657,-1.6835723,30,GraphSAGE,PCA
157422,-3.4855387,1.0791383,24,GraphSAGE,PCA
800,-0.99951136,-0.29796243,24,GraphSAGE,PCA
148114,-3.7851071,0.7652581,16,GraphSAGE,PCA
7113,-0.96522415,-3.1258917,6,GraphSAGE,PCA
101610,1.851464,1.8471661,24,GraphSAGE,PCA
120017,-2.7107675,-1.5022312,26,GraphSAGE,PCA
11997,-0.08247125,-3.3965025,36,GraphSAGE,PCA
6511,-1.7854211,-3.0922005,38,GraphSAGE,PCA
114357,-3.5757256,-2.2144306,30,GraphSAGE,PCA
49282,-3.0044966,3.857788,16,GraphSAGE,PCA
99923,0.30842495,-4.3417945,2,GraphSAGE,PCA
50683,-1.0071914,-2.907554,38,GraphSAGE,PCA
35365,-1.1489681,-1.1061537,20,GraphSAGE,PCA
100588,-1.7118998,-3.3055387,23,GraphSAGE,PCA
96672,-4.902427,3.0656004,16,GraphSAGE,PCA
116680,-0.7663089,-1.6089578,10,GraphSAGE,PCA
27178,7.87858,1.4899702,28,GraphSAGE,PCA
160160,-4.3954105,3.414462,31,GraphSAGE,PCA
31977,-0.86077976,1.3218114,24,GraphSAGE,PCA
48162,-4.956963,9.4564,16,GraphSAGE,PCA
45326,5.43583,-0.91212034,28,GraphSAGE,PCA
32919,-3.3688126,10.295076,16,GraphSAGE,PCA
13719,-1.9441392,-0.39986777,24,GraphSAGE,PCA
125917,0.7625064,-0.42968655,28,GraphSAGE,PCA
117205,-0.8513596,-3.3315418,23,GraphSAGE,PCA
146320,-0.6268578,-2.4291406,34,GraphSAGE,PCA
81532,-5.174366,-3.610266,2,GraphSAGE,PCA
15419,3.5057335,-2.3106706,28,GraphSAGE,PCA
113967,-1.7278082,-2.2438998,3,GraphSAGE,PCA
33673,-6.4634204,6.8279424,16,GraphSAGE,PCA
50985,-0.25193903,-2.296956,11,GraphSAGE,PCA
115965,2.7216423,-2.6344557,8,GraphSAGE,PCA
116092,13.577674,4.8550897,28,GraphSAGE,PCA
55863,8.752915,1.2393224,28,GraphSAGE,PCA
147805,-1.6881628,-0.07433009,16,GraphSAGE,PCA
30995,-0.24022648,-3.999074,33,GraphSAGE,PCA
3382,-1.4889804,-0.6218507,13,GraphSAGE,PCA
69245,0.56814116,-4.5188327,2,GraphSAGE,PCA
80474,0.4018833,-4.315012,36,GraphSAGE,PCA
106845,-1.569916,8.078777,21,GraphSAGE,PCA
123677,2.991522,-1.9784024,19,GraphSAGE,PCA
141772,-1.4617424,-4.1524568,10,GraphSAGE,PCA
25665,6.719938,-1.4021378,5,GraphSAGE,PCA
35638,-2.3322659,-0.6367768,24,GraphSAGE,PCA
116831,4.9592886,2.0196266,30,GraphSAGE,PCA
91654,-4.6203704,-0.66717815,30,GraphSAGE,PCA
16320,-3.7415035,-0.7944803,30,GraphSAGE,PCA
6003,12.824881,3.2593489,28,GraphSAGE,PCA
7393,1.017947,-3.8981714,36,GraphSAGE,PCA
143214,2.9405057,-2.3188095,4,GraphSAGE,PCA
86468,-2.1268468,-2.876064,3,GraphSAGE,PCA
138833,-6.1693335,-0.9648187,30,GraphSAGE,PCA
97368,-3.4743607,-1.8847363,31,GraphSAGE,PCA
124351,0.3235631,-3.63908,29,GraphSAGE,PCA
73545,1.8121603,-2.2139733,24,GraphSAGE,PCA
100930,-0.69969636,0.6036346,16,GraphSAGE,PCA
152703,-0.26728326,-3.0518003,23,GraphSAGE,PCA
103651,-3.5835612,10.024923,16,GraphSAGE,PCA
98581,1.0066519,-4.725396,36,GraphSAGE,PCA
143274,8.954677,2.0660596,28,GraphSAGE,PCA
137459,2.0213213,-2.608516,34,GraphSAGE,PCA
119225,-2.4878216,-1.9487503,10,GraphSAGE,PCA
13345,-0.35175633,-4.458942,2,GraphSAGE,PCA
83669,9.019687,2.5447898,28,GraphSAGE,PCA
4913,-0.749823,-1.3661367,20,GraphSAGE,PCA
123857,-1.5828228,-4.491111,2,GraphSAGE,PCA
116075,12.61724,2.8002105,28,GraphSAGE,PCA
20859,0.91531533,-1.0869429,34,GraphSAGE,PCA
4969,-1.440115,0.57153773,34,GraphSAGE,PCA
