node_id,x,y,label,model,method
31118,1.6586995,-0.42406535,16,GCN,PCA
118432,4.992565,3.9290116,25,GCN,PCA
102188,-3.4066837,0.20436692,8,GCN,PCA
108093,21.084702,18.291094,16,GCN,PCA
56778,2.089848,-2.0844355,24,GCN,PCA
96231,-2.082635,-1.8705964,21,GCN,PCA
124462,-7.0764303,3.4237802,28,GCN,PCA
95868,2.5519137,-3.2379556,10,GCN,PCA
139862,-7.2761216,4.179428,5,GCN,PCA
66482,3.0967526,0.98081326,24,GCN,PCA
79272,1.2525988,-1.589537,30,GCN,PCA
8070,-3.0789704,1.1706429,28,GCN,PCA
9554,12.18019,9.223263,16,GCN,PCA
93995,-0.30002475,-1.6562995,26,GCN,PCA
137832,-1.4779141,-2.2183514,16,GCN,PCA
79164,1.1411331,-2.8659265,26,GCN,PCA
55557,-2.7763524,-2.124785,9,GCN,PCA
88713,6.903836,2.5951002,24,GCN,PCA
113655,6.427846,4.20949,24,GCN,PCA
33287,-0.4682986,-4.629455,22,GCN,PCA
1052,-0.055544317,-5.2768946,2,GCN,PCA
26377,-0.98907197,-1.924983,23,GCN,PCA
81979,3.7952373,1.5591071,30,GCN,PCA
164078,-2.6959286,0.110569954,8,GCN,PCA
62502,-1.180273,-4.0709715,10,GCN,PCA
124354,-2.2874217,-3.907297,5,GCN,PCA
110445,4.044865,2.739483,16,GCN,PCA
71892,-2.099418,-4.6821337,20,GCN,PCA
67867,-10.288937,4.501339,28,GCN,PCA
109263,2.1480057,0.6418989,24,GCN,PCA
31338,-2.1006036,-4.2394676,36,GCN,PCA
96629,-4.1540613,0.73981524,29,GCN,PCA
9737,0.58089525,-1.9880457,27,GCN,PCA
157395,3.205922,0.08699298,30,GCN,PCA
31331,4.838414,1.3375037,24,GCN,PCA
114683,0.8959494,0.10664368,16,GCN,PCA
151598,-0.37008554,-3.980155,2,GCN,PCA
53037,5.167092,2.0442045,24,GCN,PCA
77035,-3.2374163,-0.5366533,8,GCN,PCA
96413,-2.4815493,-1.790325,4,GCN,PCA
144620,-1.2819378,-0.93997073,28,GCN,PCA
118154,3.93172,3.8873293,16,GCN,PCA
146697,-4.3937836,0.93789005,28,GCN,PCA
136223,-1.1134535,-1.588409,24,GCN,PCA
9725,3.7375476,2.6523416,16,GCN,PCA
124571,-0.98921645,-1.9392483,3,GCN,PCA
43111,-6.8148456,4.1219807,28,GCN,PCA
103894,4.507898,1.8260143,16,GCN,PCA
139150,1.5031457,-2.6920376,10,GCN,PCA
113800,1.6329834,0.01019907,24,GCN,PCA
9143,-4.6750636,1.6120665,8,GCN,PCA
11287,-2.309709,-2.3539686,20,GCN,PCA
17442,1.0483875,-4.3956676,2,GCN,PCA
119372,3.4237607,-0.30976796,30,GCN,PCA
152771,-0.06377748,-1.951232,31,GCN,PCA
148090,3.7901585,1.2388117,16,GCN,PCA
25202,-3.636885,-1.5000266,37,GCN,PCA
15945,-1.9388175,-0.9595612,28,GCN,PCA
137823,3.918091,1.3370011,16,GCN,PCA
125893,-1.8624363,-2.8508408,28,GCN,PCA
123561,5.9630723,4.442608,16,GCN,PCA
32567,-2.2736356,-2.4306204,34,GCN,PCA
16168,3.8474824,-1.9676635,24,GCN,PCA
20372,-0.15989557,-0.15645123,7,GCN,PCA
125516,3.8406575,0.21535563,24,GCN,PCA
153229,4.858274,2.9359143,16,GCN,PCA
139951,0.24757123,-1.5695314,6,GCN,PCA
11083,-5.052986,1.704437,28,GCN,PCA
22535,0.3503077,-2.8088515,23,GCN,PCA
86800,2.080387,0.11631894,13,GCN,PCA
160678,1.2461212,-1.0174652,30,GCN,PCA
38939,-0.9494078,-3.3859801,3,GCN,PCA
64115,-1.4418788,-2.7788744,34,GCN,PCA
17650,3.0340803,0.6728015,16,GCN,PCA
57329,2.1086023,-0.5288348,31,GCN,PCA
80137,0.17791879,-3.128505,5,GCN,PCA
151080,2.5803325,2.0806386,16,GCN,PCA
168148,-3.1086717,-4.634446,34,GCN,PCA
32398,-2.0983253,-3.3020155,34,GCN,PCA
68589,-2.1485827,-0.26577854,28,GCN,PCA
82161,2.619832,1.0546818,17,GCN,PCA
160339,0.40172344,1.3127415,13,GCN,PCA
149487,2.1690516,0.13688278,24,GCN,PCA
112186,-8.271612,5.009905,8,GCN,PCA
88744,-1.0701401,-2.0651636,13,GCN,PCA
153327,-0.30918533,-1.4140295,24,GCN,PCA
87886,-5.2644343,2.3566082,8,GCN,PCA
54258,1.5838051,-1.465299,30,GCN,PCA
143574,4.4363503,0.9880705,30,GCN,PCA
48932,1.9928467,-0.46612358,4,GCN,PCA
122774,2.7441676,-1.1796863,26,GCN,PCA
168426,-0.07382429,-2.0913098,34,GCN,PCA
86665,-4.357087,1.5980756,8,GCN,PCA
40683,-4.9688206,1.3112109,28,GCN,PCA
33487,-4.086975,-0.45084238,28,GCN,PCA
132577,-2.3983266,-4.851045,2,GCN,PCA
64145,1.2028999,-1.0771929,26,GCN,PCA
146855,-2.0843139,-3.6446145,34,GCN,PCA
76979,-5.601591,1.9247086,28,GCN,PCA
123909,1.393878,-1.8276609,30,GCN,PCA
113819,-6.259252,3.0332139,28,GCN,PCA
130360,2.653885,-0.04748416,30,GCN,PCA
36432,-6.6629276,3.2332823,28,GCN,PCA
98140,-2.5659528,-0.516551,0,GCN,PCA
100674,-2.4127133,-3.773717,20,GCN,PCA
91363,0.5021507,4.58936,28,GCN,PCA
64328,-2.445426,-1.4654174,8,GCN,PCA
20391,3.8587701,2.0575712,16,GCN,PCA
82923,4.525696,2.1030042,1,GCN,PCA
31180,1.5034075,-0.6316092,24,GCN,PCA
65221,2.7673647,1.0936708,16,GCN,PCA
42390,1.5378692,-1.40085,24,GCN,PCA
159802,-0.83957493,-3.9959264,2,GCN,PCA
163111,0.9984434,-2.9888985,37,GCN,PCA
32433,4.2529397,1.9004219,16,GCN,PCA
97940,-1.1045231,-5.0820336,2,GCN,PCA
50375,-2.0585434,-2.258705,4,GCN,PCA
1799,4.1660895,0.7080257,30,GCN,PCA
92346,9.615837,7.194165,16,GCN,PCA
59109,1.3173814,-0.15977907,26,GCN,PCA
138941,-5.1711154,0.6857655,4,GCN,PCA
168538,-0.5740918,-4.0116367,10,GCN,PCA
56484,-1.3649507,-0.1308403,15,GCN,PCA
97442,-2.2492297,-2.6996047,9,GCN,PCA
139770,-7.324974,3.2071922,28,GCN,PCA
168444,-11.293939,7.310397,8,GCN,PCA
17551,16.033936,8.535613,30,GCN,PCA
123107,7.178623,7.469037,16,GCN,PCA
55211,3.581279,1.4275672,16,GCN,PCA
7385,-1.0367444,-4.0144234,2,GCN,PCA
44358,4.105256,1.1436217,30,GCN,PCA
162461,-4.8166575,-1.7651867,34,GCN,PCA
29173,2.216249,0.33075857,16,GCN,PCA
125445,3.9667237,1.8538764,24,GCN,PCA
48629,-0.507512,-3.6905222,10,GCN,PCA
7776,-1.384953,-4.1791725,34,GCN,PCA
18682,-6.1364346,2.7183168,27,GCN,PCA
1418,-1.13374,-3.801899,34,GCN,PCA
93922,2.7925477,0.77241254,24,GCN,PCA
24785,-15.816613,13.683594,28,GCN,PCA
71873,-2.0824041,-1.8560927,33,GCN,PCA
39093,3.9535758,1.613344,24,GCN,PCA
16101,-8.260222,5.4481726,28,GCN,PCA
139510,-10.812535,7.5999613,8,GCN,PCA
159172,-6.569357,3.2317007,28,GCN,PCA
114198,-0.77917355,-3.099707,34,GCN,PCA
74391,6.6990414,3.9870846,16,GCN,PCA
22019,-1.4851303,-3.1448689,33,GCN,PCA
94529,4.635311,1.5923998,16,GCN,PCA
99101,0.36961716,0.6250808,24,GCN,PCA
34889,5.2339797,1.3924954,24,GCN,PCA
143539,-0.92021406,-2.240412,20,GCN,PCA
132702,15.394969,14.51643,16,GCN,PCA
24679,8.491812,2.2320578,30,GCN,PCA
6698,2.454336,-0.94881773,6,GCN,PCA
60084,2.76324,2.3227384,16,GCN,PCA
142354,-0.67790097,-2.3476486,24,GCN,PCA
41289,-7.5099454,4.399516,28,GCN,PCA
126045,0.7629903,3.272981,16,GCN,PCA
50281,0.03338355,-1.4131144,13,GCN,PCA
114598,-1.9827588,-1.4884645,10,GCN,PCA
53807,-1.1796899,-2.2038908,3,GCN,PCA
70444,-13.746173,9.4818735,28,GCN,PCA
76083,-3.5703335,-0.38013268,8,GCN,PCA
43591,1.3852224,-0.33296895,24,GCN,PCA
85831,-2.8458488,-1.6096739,5,GCN,PCA
57585,5.9079924,0.22514129,24,GCN,PCA
60341,-0.22710589,0.091356516,27,GCN,PCA
10093,-5.4437327,0.36632156,28,GCN,PCA
68900,-6.026677,2.958933,8,GCN,PCA
136208,3.0094488,-0.26648545,3,GCN,PCA
43344,1.3472893,-4.2500033,36,GCN,PCA
125632,5.0215955,3.792126,16,GCN,PCA
112794,3.5305307,2.55488,16,GCN,PCA
151218,5.5013866,4.6129866,16,GCN,PCA
109503,-3.5143285,-3.6041512,28,GCN,PCA
18464,1.9209726,-0.10255456,13,GCN,PCA
145904,1.831049,-0.093090534,16,GCN,PCA
16174,-0.8646384,-5.861463,2,GCN,PCA
78629,-3.5657427,-0.55877614,28,GCN,PCA
47829,5.382953,2.6299236,24,GCN,PCA
8519,7.7093782,5.0851984,16,GCN,PCA
155567,2.8422432,-0.044642925,24,GCN,PCA
136752,7.591175,1.711386,10,GCN,PCA
166687,0.10536313,-1.5963728,34,GCN,PCA
24714,3.542987,2.8603275,16,GCN,PCA
66020,-0.6608494,-3.3178997,24,GCN,PCA
162830,-3.2800171,-1.8217487,5,GCN,PCA
146401,0.9731137,0.4935789,16,GCN,PCA
82422,-2.6885478,1.388057,26,GCN,PCA
4613,1.0100989,-0.40276337,33,GCN,PCA
80487,-8.2756605,5.1185427,8,GCN,PCA
145941,-2.2065423,-2.0510807,18,GCN,PCA
130968,-5.4349823,1.9974716,28,GCN,PCA
46926,-8.54428,5.4615803,8,GCN,PCA
166381,4.1858706,2.379367,16,GCN,PCA
126426,1.309648,-0.4041512,24,GCN,PCA
90265,-0.80187017,-2.1415713,24,GCN,PCA
77434,2.378082,-0.36354494,31,GCN,PCA
38641,-5.6128383,2.5714757,8,GCN,PCA
121007,1.3147769,-0.7183008,26,GCN,PCA
140541,1.3493745,-7.2177677,2,GCN,PCA
89571,0.3931324,-2.2031443,30,GCN,PCA
9267,3.726168,0.76346946,23,GCN,PCA
146254,-0.7456435,-5.0861425,22,GCN,PCA
3911,-0.87103015,-2.146191,4,GCN,PCA
49529,-1.5196183,-1.4460449,5,GCN,PCA
14641,-2.3686204,-3.6223054,2,GCN,PCA
12406,0.56013125,-1.0296968,26,GCN,PCA
137568,-4.476809,2.494889,28,GCN,PCA
116495,-0.54755694,-3.4183993,2,GCN,PCA
142018,1.6055887,-0.44291544,24,GCN,PCA
163085,-0.9920194,-3.2644694,15,GCN,PCA
10932,-4.462256,0.9504552,28,GCN,PCA
254,-1.1730638,-3.2945254,39,GCN,PCA
119167,0.6779869,-1.0806191,26,GCN,PCA
1312,1.1288764,-0.31973982,24,GCN,PCA
47430,3.7693317,-0.057501554,30,GCN,PCA
156156,-1.1265218,-2.9094048,30,GCN,PCA
119851,3.096634,-2.9900365,10,GCN,PCA
85122,-4.671815,0.3958814,28,GCN,PCA
164663,2.8044796,0.7294023,25,GCN,PCA
114850,-5.255304,1.5539048,28,GCN,PCA
165819,-6.8060055,3.2417562,8,GCN,PCA
53490,-1.7941227,-3.596231,33,GCN,PCA
11384,1.6891925,-1.2456993,24,GCN,PCA
107596,1.9137318,-1.3146988,30,GCN,PCA
93488,-2.0142007,-4.21727,9,GCN,PCA
91488,-5.53596,2.7895486,18,GCN,PCA
60856,3.232863,2.2688138,6,GCN,PCA
137080,0.6801674,-1.4494526,24,GCN,PCA
142972,-0.3138359,-2.8261764,24,GCN,PCA
34665,-1.22908,-3.1314166,34,GCN,PCA
113584,3.2381084,0.44771957,24,GCN,PCA
15786,1.7001357,-0.8382449,24,GCN,PCA
70545,-1.2451934,-3.6157272,34,GCN,PCA
121201,4.9479837,3.5510414,16,GCN,PCA
22820,1.1191745,-1.7459595,30,GCN,PCA
50559,-0.76136076,1.1406755,19,GCN,PCA
136149,1.3921971,0.8795643,23,GCN,PCA
51475,2.9581194,0.15287209,26,GCN,PCA
168950,2.9293003,0.61167,24,GCN,PCA
25553,0.7752705,2.0504968,15,GCN,PCA
95587,3.2047143,0.38822865,16,GCN,PCA
137040,2.1543684,-1.2206866,24,GCN,PCA
82012,-1.6028161,-2.7038367,29,GCN,PCA
69251,-2.4416022,2.7842128,28,GCN,PCA
94470,-5.3271294,2.659076,28,GCN,PCA
21926,-2.108483,-3.381229,34,GCN,PCA
32627,0.41448438,0.45142508,31,GCN,PCA
20143,0.36231923,-1.7613027,20,GCN,PCA
34413,-7.8168,3.5110795,19,GCN,PCA
54580,-7.58503,4.0911493,28,GCN,PCA
162391,-8.744328,4.945237,28,GCN,PCA
65445,0.83077794,-1.060785,24,GCN,PCA
43269,-1.3984601,-3.1657472,37,GCN,PCA
48253,-4.2875905,2.47989,6,GCN,PCA
13221,-0.22876754,-0.7595906,15,GCN,PCA
122839,1.9063351,-0.88916945,30,GCN,PCA
66418,-2.4538238,-0.16823316,24,GCN,PCA
4376,8.530165,0.4923985,13,GCN,PCA
11031,0.17051923,-0.5590253,37,GCN,PCA
156952,-0.93082964,-3.3566303,34,GCN,PCA
5368,-2.331267,-3.707351,20,GCN,PCA
138789,1.2979543,-1.4304322,26,GCN,PCA
151403,-7.3082743,3.7498639,28,GCN,PCA
101370,1.5316811,-2.7828524,10,GCN,PCA
81741,0.27852786,-1.2228885,24,GCN,PCA
135804,-1.7882285,-3.2969925,34,GCN,PCA
125849,-1.9320128,-3.91498,34,GCN,PCA
16667,-2.596666,1.2602613,19,GCN,PCA
28748,-9.128238,5.8275604,28,GCN,PCA
45246,-0.19606692,-1.0159897,26,GCN,PCA
47350,1.1036143,-0.99826384,10,GCN,PCA
24357,3.7265627,1.8898528,16,GCN,PCA
57999,2.1575162,1.6672676,16,GCN,PCA
125543,-8.961433,6.1528683,28,GCN,PCA
29765,-3.295998,0.08052659,19,GCN,PCA
497,3.7457817,1.583996,24,GCN,PCA
63364,-1.9449286,-5.79249,36,GCN,PCA
64598,0.59378844,-1.5372329,30,GCN,PCA
12970,-1.6214826,-3.4180703,9,GCN,PCA
136154,-2.65473,-2.606567,10,GCN,PCA
163899,1.2168725,-1.1843396,30,GCN,PCA
101762,-0.15389326,-1.912036,24,GCN,PCA
147941,-0.26523638,-3.8312883,36,GCN,PCA
104285,1.9418015,0.6316283,37,GCN,PCA
98533,1.8107686,-1.5504053,30,GCN,PCA
48228,4.0376663,4.4752455,16,GCN,PCA
71022,0.0015786886,0.6269374,27,GCN,PCA
92279,-4.9973645,1.4802411,28,GCN,PCA
85941,2.4718542,0.67734265,16,GCN,PCA
129564,-0.8410482,-3.39348,4,GCN,PCA
53479,3.0244503,0.2688477,30,GCN,PCA
15220,-6.523409,2.3614943,28,GCN,PCA
71846,-10.782069,1.8435552,28,GCN,PCA
143705,-1.7921541,-0.5869813,24,GCN,PCA
80069,1.5504072,-1.5275931,24,GCN,PCA
39554,-9.4155655,7.9628773,28,GCN,PCA
77697,-2.0660698,-2.099713,5,GCN,PCA
34745,-1.2148855,-4.0447392,33,GCN,PCA
124626,-0.93514717,-2.705506,27,GCN,PCA
51584,-2.50328,-3.0656495,34,GCN,PCA
156319,-7.2563853,2.968016,28,GCN,PCA
169006,3.302598,3.5569665,16,GCN,PCA
120179,2.1111488,-0.6685145,30,GCN,PCA
157422,3.4001083,1.6070697,24,GCN,PCA
800,-0.22641394,-2.310034,24,GCN,PCA
148114,2.9387524,-0.19674134,16,GCN,PCA
7113,0.8695864,-0.95696187,6,GCN,PCA
101610,-0.56423306,-0.35894346,24,GCN,PCA
120017,1.0418684,-1.4679072,26,GCN,PCA
11997,-1.5754285,-2.0255542,36,GCN,PCA
6511,0.4831056,-1.7481662,38,GCN,PCA
114357,3.9179294,0.7700732,30,GCN,PCA
49282,3.1343358,2.3986123,16,GCN,PCA
99923,-0.39152026,-5.212096,2,GCN,PCA
50683,-0.5092394,-1.4307507,38,GCN,PCA
35365,-2.537677,-4.014085,20,GCN,PCA
100588,-1.00228,-3.62042,23,GCN,PCA
96672,3.9585927,0.82955885,16,GCN,PCA
116680,2.4612381,1.4290469,10,GCN,PCA
27178,-5.3996725,1.2620437,28,GCN,PCA
160160,9.104877,6.8942585,31,GCN,PCA
31977,3.890568,1.4934871,24,GCN,PCA
48162,1.4382269,1.2114828,16,GCN,PCA
45326,-3.3453639,-1.5024133,28,GCN,PCA
32919,1.7350581,-0.3748443,16,GCN,PCA
13719,3.4884474,2.4704335,24,GCN,PCA
125917,-1.1915133,1.5136864,28,GCN,PCA
117205,-0.8151884,-2.4671082,23,GCN,PCA
146320,-1.2576225,-2.960002,34,GCN,PCA
81532,0.41154474,-4.0677032,2,GCN,PCA
15419,-2.964586,-2.2621942,28,GCN,PCA
113967,4.476523,0.067507744,3,GCN,PCA
33673,5.603689,3.7001607,16,GCN,PCA
50985,-0.5562452,-1.6956908,11,GCN,PCA
115965,-3.4194357,0.25607443,8,GCN,PCA
116092,-9.198242,5.5013685,28,GCN,PCA
55863,-4.8600574,0.55199695,28,GCN,PCA
147805,1.9565232,0.051893473,16,GCN,PCA
30995,-1.6107767,-3.9662552,33,GCN,PCA
3382,1.2614601,-0.5619328,13,GCN,PCA
69245,-1.8456447,-4.367358,2,GCN,PCA
80474,0.36367506,-4.4134274,36,GCN,PCA
106845,5.655501,4.8264894,21,GCN,PCA
123677,-4.1907816,1.1605091,19,GCN,PCA
141772,-0.3665798,-5.5705934,10,GCN,PCA
25665,-5.542137,0.88221574,5,GCN,PCA
35638,0.8982782,-1.860851,24,GCN,PCA
116831,-3.0201883,-1.7001638,30,GCN,PCA
91654,2.8507218,0.15592623,30,GCN,PCA
16320,4.4497724,1.0281339,30,GCN,PCA
6003,-7.5556326,3.0326355,28,GCN,PCA
7393,-2.4490638,-4.5464096,36,GCN,PCA
143214,-2.4280899,-0.6375954,4,GCN,PCA
86468,1.8312347,-2.4007618,3,GCN,PCA
138833,2.4038918,-0.28486037,30,GCN,PCA
97368,2.318005,-0.47792792,31,GCN,PCA
124351,-1.8138592,-1.4240613,29,GCN,PCA
73545,-2.134097,-1.7709144,24,GCN,PCA
100930,0.7234556,-0.60761786,16,GCN,PCA
152703,-0.37742096,-1.0161859,23,GCN,PCA
103651,3.2141488,2.2165263,16,GCN,PCA
98581,-0.23370132,-4.9306536,36,GCN,PCA
143274,-10.5493145,7.6295357,28,GCN,PCA
137459,-3.7718866,-2.3986259,34,GCN,PCA
119225,0.7015,-1.4175119,10,GCN,PCA
13345,-0.2647023,-3.9879146,2,GCN,PCA
83669,-6.0059943,2.0105684,28,GCN,PCA
4913,-2.2846708,-3.2906342,20,GCN,PCA
123857,1.0157876,-5.1533365,2,GCN,PCA
116075,-8.401816,4.6593466,28,GCN,PCA
20859,-2.3144948,-3.0655825,34,GCN,PCA
4969,0.54693204,-1.4105556,34,GCN,PCA
92626,0.92895406,-1.9886694,6,GCN,PCA
73131,-9.342168,5.1356,28,GCN,PCA
15292,4.0710435,1.3774931,30,GCN,PCA
3107,-6.362385,2.5814602,28,GCN,PCA
75548,3.118717,0.22979045,30,GCN,PCA
131932,2.6142259,-3.358831,10,GCN,PCA
162629,3.8005922,1.6260407,6,GCN,PCA
88778,-1.6944311,-3.777343,20,GCN,PCA
115098,6.0352345,2.7108686,30,GCN,PCA
163236,-0.28955865,-3.1882946,34,GCN,PCA
70725,3.367061,2.3098915,16,GCN,PCA
117184,0.50604564,-1.396856,3,GCN,PCA
9678,1.7570741,-0.7461238,31,GCN,PCA
57957,-1.5062894,-4.364333,36,GCN,PCA
130819,2.329545,0.54650545,16,GCN,PCA
150299,-1.1623695,-3.5885432,26,GCN,PCA
149961,5.3586564,1.9170015,30,GCN,PCA
20259,0.87241024,-2.041636,24,GCN,PCA
86039,-4.1501026,0.3173449,8,GCN,PCA
49347,-0.16588095,-3.8843904,34,GCN,PCA
159263,8.9558325,7.629511,16,GCN,PCA
43789,-2.1309257,-4.242956,34,GCN,PCA
96844,-3.3871036,-1.1296394,4,GCN,PCA
47778,-2.6775725,-1.0533113,4,GCN,PCA
62451,1.7535529,-1.260783,10,GCN,PCA
2774,-6.140341,1.7333128,28,GCN,PCA
127233,-6.854883,4.0058136,8,GCN,PCA
164434,4.5227914,1.3732274,30,GCN,PCA
88010,0.21181303,1.0042388,4,GCN,PCA
114199,-6.9401426,3.6078684,28,GCN,PCA
56934,1.6277366,-4.4961834,2,GCN,PCA
40301,3.639043,-0.31538677,30,GCN,PCA
166762,-6.564834,3.2553823,8,GCN,PCA
54363,1.6550927,-0.00048828125,16,GCN,PCA
103351,-61.08292,59.208458,28,GCN,PCA
50650,-1.7946818,-0.8168372,36,GCN,PCA
43173,2.0652134,0.9647584,25,GCN,PCA
114819,-3.6016514,-0.9313793,28,GCN,PCA
166085,1.8778381,-0.37451315,24,GCN,PCA
31013,2.9807966,0.20185041,30,GCN,PCA
63620,-2.2104826,-3.149041,34,GCN,PCA
109561,-14.957441,11.617081,8,GCN,PCA
41963,0.08265066,-1.1818429,27,GCN,PCA
89581,0.63652486,1.2534397,16,GCN,PCA
60812,2.2221947,-0.17465806,16,GCN,PCA
77297,-0.7682063,-2.2510247,34,GCN,PCA
9995,-3.991026,0.14140773,4,GCN,PCA
137774,-2.1421132,-2.740482,9,GCN,PCA
48942,3.3554282,0.98912597,25,GCN,PCA
77056,-1.3719636,-3.9680386,37,GCN,PCA
166932,-1.834146,5.7285852,27,GCN,PCA
143332,8.668928,2.2995732,24,GCN,PCA
60727,-7.5884657,5.874344,4,GCN,PCA
154760,2.7959638,0.6495297,16,GCN,PCA
52784,0.72072226,-2.9276512,24,GCN,PCA
140228,2.3006954,-0.71377397,24,GCN,PCA
22499,8.629165,7.4029226,37,GCN,PCA
80485,-2.4530118,-1.9594938,32,GCN,PCA
144471,2.8340137,-0.37344217,3,GCN,PCA
66315,-0.43842155,-1.8480114,28,GCN,PCA
123410,-2.6964462,-3.3563895,15,GCN,PCA
146527,2.674116,0.6956663,16,GCN,PCA
156607,3.5510447,0.5629716,30,GCN,PCA
131753,2.0533478,-0.33437848,30,GCN,PCA
15502,3.8111475,-1.166241,10,GCN,PCA
73491,-1.6830168,-3.7002685,36,GCN,PCA
108072,-0.7010213,-2.2228441,27,GCN,PCA
97020,-4.9161534,1.612663,8,GCN,PCA
55897,0.22594655,2.432986,4,GCN,PCA
16908,-9.66401,6.7242365,28,GCN,PCA
107789,-1.4895693,-0.74654555,19,GCN,PCA
19208,0.6251176,-1.062939,24,GCN,PCA
6389,1.0265734,-2.2310965,27,GCN,PCA
97457,0.6059298,-3.599629,34,GCN,PCA
11073,-5.493148,3.713835,28,GCN,PCA
